part,id,key,CN,EN,JP,VI_old,VI_new,HV_new,reason
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YMDDDTY_75_10,Main_LahaiRoi_YMDDDTY_75_10,总算有些结果，她发现了爱弥斯的频率痕迹。,And we've seen some progress. She's found traces of Aemeath's frequency.,でも、なんとか成果はあったわ。彼女がエイメスの周波数の痕跡を発見してくれたのよ。,"Cuối cùng cũng có chút kết quả, cô ấy đã phát hiện Dấu Vết Tần Số của Aemeath.",Cuối cùng cũng có chút tiến triển. Cô ấy đã tìm thấy dấu vết tần số của Aemeath.,Cuối cùng cũng có chút tiến triển. Cô ấy đã tìm thấy dấu vết tần số của Aemeath.,Natural scientific phrasing.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YMDDDTY_75_11,Main_LahaiRoi_YMDDDTY_75_11,这意味着我们有救回爱弥斯的可能——也是因为这个，绯雪冒险尝试利用自己的纸役“白鸟”对虚质更活跃处进行探查。,"This means we may actually have a chance in bringing back Aemeath—which is why Hiyuki took a risk, and used her familiar to probe deeper into the Voidmatter zone.",つまり、エイメスを救い出せる可能性があるということ。だからこそ緋雪は危険を冒して、自身の術を込めた折り紙の「シラトリ」を使い、さらにヴォイドマターが活発な場所を探ろうとしたの。,"Điều này nghĩa là chúng ta có khả năng cứu được Aemeath - cũng chính vì vậy, Hiyuki mới chấp nhận phiêu lưu, dùng Giấy Sai bằng giấy 'Bạch Điểu' (chim) của mình để thám sát những nơi Hư Chất hoạt động mạnh hơn.","Điều này nghĩa là chúng ta có khả năng cứu được Aemeath - cũng chính vì vậy, Hiyuki mới chấp nhận phiêu lưu, dùng Giấy Sai bằng giấy 'Bạch Điểu' của mình để thám sát những nơi Hư Chất hoạt động mạnh hơn.","Điều này nghĩa là chúng ta có khả năng cứu được Aemeath - cũng chính vì vậy, Hiyuki mới chấp nhận phiêu lưu, dùng Giấy Sai bằng giấy 'Bạch Điểu' của mình để thám sát những nơi Hư Chất hoạt động mạnh hơn.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YMDDDTY_75_6,Main_LahaiRoi_YMDDDTY_75_6,在拉海洛地下深处的虚质活跃区，之前那个白头发的，用刀的巫女，你还记得吧？,"In the active Voidmatter zone beneath Lahai-Roi. Do you remember that white-haired miko you met, the one with the blade?",ラハイロイの地下深く……ヴォイドマターが活発なエリアよ。前に会った、刀を扱う白髪の<ano=みこ>巫女</ano>を覚えているかしら？,"Ở Khu Vực Hoạt Động <ano=Voidmatter>Hư Chất</ano> Sâu bên trong <ano=underground>lòng đất</ano> Lahai-Roi. Cô <ano=miko>miko</ano> tóc trắng dùng đao mà cậu gặp lần trước, cậu còn nhớ chứ?","Ở Khu vực Hoạt Động <ano=Voidmatter>Hư Chất</ano> Sâu bên trong <ano=underground>lòng đất</ano> Lahai-Roi. Cô <ano=miko>vu nữ</ano> tóc trắng dùng đao mà cậu gặp lần trước, cậu còn nhớ chứ?","Ở Khu vực Hoạt Động <ano=Voidmatter>Hư Chất</ano> Sâu bên trong <ano=underground>lòng đất</ano> Lahai-Roi. Cô <ano=miko>vu nữ</ano> tóc trắng dùng đao mà cậu gặp lần trước, cậu còn nhớ chứ?",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YMDDDTY_75_7,Main_LahaiRoi_YMDDDTY_75_7,她叫绯雪，一直在协助深空联合对虚质活跃区域的探查，简单来说，她负责保护深空联合里这些不擅战斗的研究者和学生们。,"Her name is Hiyuki. She's been helping the Collective survey the active Voidmatter zone. Simply put, she's in charge of protecting researchers and students who aren't equipped for a fight.",彼女は緋雪といって、コレクティブによるヴォイドマター活性エリアの見張りに、ずっと協力してくれているの。簡単に言うと、戦闘が苦手な研究者や学生たちの護衛を任せているというわけ。,"Cô ấy tên là Hiyuki, suốt thời gian qua đã luôn hỗ trợ Liên Minh Vũ Trụ thâm không thám sát các Khu vực Hư Chất hoạt động (Khu Vực Hoạt Động). Nói đơn giản, cô ấy phụ trách bảo vệ các nghiên cứu viên và sinh viên không giỏi chiến đấu trong Liên Minh Vũ Trụ.","Cô ấy tên là Hiyuki, suốt thời gian qua đã luôn hỗ trợ Spacetrek Collective thám sát các Khu vực Hư Chất hoạt động. Nói đơn giản, cô ấy phụ trách bảo vệ các nghiên cứu viên và sinh viên không giỏi chiến đấu trong Spacetrek Collective.","Cô ấy tên là Hiyuki, suốt thời gian qua đã luôn hỗ trợ Spacetrek Collective thám sát các Khu vực Hư Chất hoạt động. Nói đơn giản, cô ấy phụ trách bảo vệ các nghiên cứu viên và sinh viên không giỏi chiến đấu trong Spacetrek Collective.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YMDDDTY_7_13,Main_LahaiRoi_YMDDDTY_7_13,没错，校长似乎很讨厌那种常年将理论挂在嘴边的老学究。,"Yeah, she really doesn't like those old scholars who keep talking about theories all day.",そうそう。だから学園長は、理論ばかり言う古いタイプの学者をすごく嫌ってるみたいだね。,"Đúng vậy, có vẻ Hiệu Trưởng rất ghét kiểu học giả già nua quanh năm chỉ biết treo lý thuyết trên môi.","Đúng vậy, có vẻ Hiệu trưởng rất ghét kiểu học giả già nua quanh năm chỉ biết treo lý thuyết trên môi.","Đúng vậy, có vẻ Hiệu trưởng rất ghét kiểu học giả già nua quanh năm chỉ biết treo lý thuyết trên môi.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YMDDDTY_7_15,Main_LahaiRoi_YMDDDTY_7_15,塞维教授……也许会吧？学院里的人都说他把学生当自己的孩子看待，刚刚我们还遇见了他。,Professor Sevi... Maybe? People say he treats students like his own kids. We just saw him earlier.,確かに、セヴィー教授なら……学生を自分の子どものように見てるらしいって話を聞いたよ。俺たちも、さっき会ったばかりだけど。,"Giáo sư Sevi à... có lẽ vậy? Trong Học Viện ai cũng nói thầy ấy xem sinh viên như con của mình, vừa nãy bọn tớ còn gặp thầy đó.","Giáo sư Sevi à... có lẽ vậy? Trong Học viện ai cũng nói thầy ấy xem sinh viên như con của mình, vừa nãy bọn tớ còn gặp thầy đó.","Giáo sư Sevi à... có lẽ vậy? Trong Học viện ai cũng nói thầy ấy xem sinh viên như con của mình, vừa nãy bọn tớ còn gặp thầy đó.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YMDDDTY_7_16,Main_LahaiRoi_YMDDDTY_7_16,说起来……塞维教授不就是校长口中的老学究吗？,"But isn't he one of those ""old scholars"" the President dislikes?",そういえば……セヴィー教授こそ、学園長が言ってた古いタイプの学者のような？,Nói mới nhớ... Giáo sư Sevi chẳng phải đúng kiểu học giả già nua mà Hiệu Trưởng nhắc đến sao?,Nói mới nhớ... Giáo sư Sevi chẳng phải đúng kiểu học giả già nua mà Hiệu trưởng nhắc đến sao?,Nói mới nhớ... Giáo sư Sevi chẳng phải đúng kiểu học giả già nua mà Hiệu trưởng nhắc đến sao?,QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YMDDDTY_7_17,Main_LahaiRoi_YMDDDTY_7_17,我听说校长和他曾发生过争执，教授在自己的学术领域不愿退让一步，最后双方闹得不欢而散。,"I heard they had a dispute once. He refused to compromise his academic pursuits, and it all ended on a sour note.",学園長とは、言い争ったこともあるみたいだね。自分の研究に関して、教授は一歩も譲らなかったから、最後は二人とも納得できずに終わったとか。,"Tớ nghe nói Hiệu Trưởng và thầy ấy từng xảy ra tranh chấp, Giáo sư không chịu nhượng bộ nửa bước trong lĩnh vực học thuật của mình, cuối cùng hai bên không vui mà chia tay.","Tớ nghe nói Hiệu trưởng và thầy ấy từng xảy ra tranh chấp, Giáo sư không chịu nhượng bộ nửa bước trong lĩnh vực học thuật của mình, cuối cùng hai bên không vui mà chia tay.","Tớ nghe nói Hiệu trưởng và thầy ấy từng xảy ra tranh chấp, Giáo sư không chịu nhượng bộ nửa bước trong lĩnh vực học thuật của mình, cuối cùng hai bên không vui mà chia tay.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YMDDDTY_7_4,Main_LahaiRoi_YMDDDTY_7_4,我们还是先担心这次的开学考试吧，据说出题人是洛瑟菈校长，那通过率……新来的同学，你可要小心了。,"Anyway, we should probably focus on the back-to-school exam. I heard President Lucilla wrote the questions. Now just imagine our pass rate... Freshman, you'd better be ready.",それより、まずは学期初めの試験だよ。問題を作るのはルシラー学園長だって噂だ。となると、合格率は……そこの新入生も気をつけたほうがいいよ。,"Thôi thì lo trước Kỳ Thi đầu kỳ lần này đi, nghe đồn người ra đề là Hiệu Trưởng Lucilla, vậy thì tỉ lệ đậu... Tân sinh viên à, cậu phải cẩn thận đấy.","Thôi thì lo trước Kỳ thi đầu kỳ lần này đi, nghe đồn người ra đề là Hiệu trưởng Lucilla, vậy thì tỉ lệ đậu... Tân sinh viên à, cậu phải cẩn thận đấy.","Thôi thì lo trước Kỳ thi đầu kỳ lần này đi, nghe đồn người ra đề là Hiệu trưởng Lucilla, vậy thì tỉ lệ đậu... Tân sinh viên à, cậu phải cẩn thận đấy.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YMDDDTY_7_5,Main_LahaiRoi_YMDDDTY_7_5,有考前突击秘籍吗？,Got any last-minute exam guides?,{Male=一夜漬けのコツとかオススメはあるか？;Female=一夜漬けのコツとかオススメはある？},{Male=Có bí kíp ôn nước rút trước Kỳ Thi không?;Female=Có bí kíp ôn nước rút trước Kỳ Thi không?},{Male=Có bí kíp ôn nước rút trước Kỳ thi không?;Female=Có bí kíp ôn nước rút trước Kỳ thi không?},{Male=Có bí kíp ôn nước rút trước Kỳ thi không?;Female=Có bí kíp ôn nước rút trước Kỳ thi không?},QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YMDDDTY_7_6,Main_LahaiRoi_YMDDDTY_7_6,秘籍？你是指辅导资料、教授们的授课文稿、历年真题？那些对洛瑟菈校长统统无效。,"Exam guides? You mean like notes, previous tests, or lecture reviews? Forget it. None of that works on President Lucilla's exams.",コツ？参考書とか講義ノートとか過去問のこと？そういうのは、学園長の場合意味がないね。,"Bí kíp à? Ý cậu là tài liệu hướng dẫn, bài giảng của các Giáo sư, hay đề thi các năm trước? Mấy thứ đó hoàn toàn vô dụng với Hiệu Trưởng Lucilla đấy.","Bí kíp à? Ý cậu là tài liệu hướng dẫn, bài giảng của các Giáo sư, hay đề thi các năm trước? Mấy thứ đó hoàn toàn vô dụng với Hiệu trưởng Lucilla đấy.","Bí kíp à? Ý cậu là tài liệu hướng dẫn, bài giảng của các Giáo sư, hay đề thi các năm trước? Mấy thứ đó hoàn toàn vô dụng với Hiệu trưởng Lucilla đấy.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YMDDDTY_9_14,Main_LahaiRoi_YMDDDTY_9_14,而且从暗面回来后，他极力要求关闭暗面，禁止任何人进去，为此和校方又吵了一架。,"Ever since he got back from the Dark Side, he's been calling for its shutdown, saying no one should go in. Caused another big argument with the top brass.",しかも、裏学園から戻って以降、あそこへの立ち入り禁止を要求している。それで学園側とまた<ano=ひともんちゃく>一悶着</ano>あったらしい。,"Hơn nữa, sau khi từ Mặt Tối trở về, ông ấy ra sức yêu cầu đóng cửa Mặt Tối, cấm bất kỳ ai vào, vì chuyện này lại cãi nhau một trận với phía Học Viện.","Hơn nữa, sau khi từ Mặt Tối trở về, ông ấy ra sức yêu cầu đóng cửa Mặt Tối, cấm bất kỳ ai vào, vì chuyện này lại cãi nhau một trận với phía Học viện.","Hơn nữa, sau khi từ Mặt Tối trở về, ông ấy ra sức yêu cầu đóng cửa Mặt Tối, cấm bất kỳ ai vào, vì chuyện này lại cãi nhau một trận với phía Học viện.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YMDDDTY_9_17,Main_LahaiRoi_YMDDDTY_9_17,你是新生应该不了解，我和塞维与你们的校长不太对付。,"You're new, so you probably wouldn't know. Sevi and I don't really see eye to eye with Lucilla.",君は新入生だから知らないだろうが、私とセヴィーは学園長と折り合いが良くない。,"Trò là tân sinh viên chắc không rõ, ta và Sevi không hợp với Hiệu Trưởng các trò cho lắm.","Trò là tân sinh viên chắc không rõ, ta và Sevi không hợp với Hiệu trưởng các trò cho lắm.","Trò là tân sinh viên chắc không rõ, ta và Sevi không hợp với Hiệu trưởng các trò cho lắm.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YMDDDTY_9_18,Main_LahaiRoi_YMDDDTY_9_18,作为老师她也许合格，但担任这座学院的“领头羊”……她可差远了！,She's a fine teacher. But as the Academy's leader? Hardly!,教師として彼女はまずまずかもしれないが、この学園の「トップ」を務めるには力不足だ！,"Làm giáo viên thì cô ta có lẽ đủ tư cách, nhưng đảm nhiệm vai trò ""con dê đầu đàn"" của Học Viện này... cô ta còn kém xa lắm!","Làm giáo viên thì cô ta có lẽ đủ tư cách, nhưng đảm nhiệm vai trò ""con dê đầu đàn"" của Học viện này... cô ta còn kém xa lắm!","Làm giáo viên thì cô ta có lẽ đủ tư cách, nhưng đảm nhiệm vai trò ""con dê đầu đàn"" của Học viện này... cô ta còn kém xa lắm!",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_105_16,Main_LahaiRoi_YXBLDHJ_105_16,嗯，莫宁做了频率比对，那就是你们之前见到的残象，也是这次暗面的事件源头。,Yes. Mornye confirmed that the abnormal frequency matches the Tacet Discord you encountered. It's the source.,ええ。モーニエが周波数を比較した結果、あれはあなたたちが前に遭遇した<ano=ざんぞう>残像</ano>であり、裏学園の出来事の源だと判明したわ。,"Ừ, Mornye đã đối chiếu Tần Số, đó chính là Tàn Tượng các cậu từng gặp, cũng là nguồn gốc sự kiện Mặt Tối lần này.","Ừ, Mornye đã đối chiếu Tần số, đó chính là Tàn Tượng các cậu từng gặp, cũng là nguồn gốc sự kiện Mặt Tối lần này.","Ừ, Mornye đã đối chiếu Tần số, đó chính là Tàn Tượng các cậu từng gặp, cũng là nguồn gốc sự kiện Mặt Tối lần này.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_105_2,Main_LahaiRoi_YXBLDHJ_105_2,你想到西格莉卡了吗？,Remind you of Sigrika at all?,{Male=シグリカのことを連想したのか？;Female=シグリカのことを連想したの？},Em liên tưởng đến Sigrika - thẻ bài Cách - sao?,Em nghĩ đến Sigrika sao?,Em nghĩ đến Sigrika sao?,Remove glossary pollution; natural direct question.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_105_22,Main_LahaiRoi_YXBLDHJ_105_22,这是个好结局，不是吗？,"A fitting ending, don't you think?",いい結末だと思うけれど、違うかしら？,"Đây là một Kết Cục đẹp, phải không nào?","Đây là một Kết cục đẹp, phải không nào?","Đây là một Kết cục đẹp, phải không nào?",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_107_1,Main_LahaiRoi_YXBLDHJ_107_1,{PlayerName}同学，占卜师似乎发布了新的谜题。,"{PlayerName}, the Divinator released a new riddle just now.",{PlayerName}{Male=君;Female=さん}、占い師が新たな謎を出したらしいわ。,"Bạn học {PlayerName}, có vẻ như thầy bói (Bói Toán) đã công bố một câu đố mới.","Bạn học {PlayerName}, có vẻ như thầy bói đã công bố một câu đố mới.","Bạn học {PlayerName}, có vẻ như thầy bói đã công bố một câu đố mới.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_111_11,Main_LahaiRoi_YXBLDHJ_111_11,如果，是我让暗面变成这样，那继续解谜，回到暗面，是不是遂了残星会的愿？,"If I'm the one who made the Dark Side like this, then going back and solving riddles is exactly what the Fractsidus wants, right?",わたしのせいで裏学園がこうなってしまったら、裏学園に戻って謎解きを続けていたら、<ano=フラクトシデス>残星組織</ano>の思う<ano=つぼ>壺</ano>だったんじゃないかなって。,"Nếu là em khiến Mặt Tối trở nên như vậy, thế thì tiếp tục giải câu đố, quay lại Mặt Tối, chẳng phải là đúng ý của Hội Tàn Tinh sao?","Nếu là em khiến Mặt Tối trở nên như vậy, thế thì tiếp tục giải câu đố, quay lại Mặt Tối, chẳng phải là đúng ý của Tàn Tinh Hội sao?","Nếu là em khiến Mặt Tối trở nên như vậy, thế thì tiếp tục giải câu đố, quay lại Mặt Tối, chẳng phải là đúng ý của Tàn Tinh Hội sao?",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_111_26,Main_LahaiRoi_YXBLDHJ_111_26,是指庆典吧。,It must mean the New Solar Celebration.,{Male=<ano=しゅくてん>祝典</ano>のことだろうか。;Female=<ano=しゅくてん>祝典</ano>のことかな。},Là chỉ Lễ Hội nhỉ.,Là chỉ Lễ hội nhỉ.,Là chỉ Lễ hội nhỉ.,QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_111_27,Main_LahaiRoi_YXBLDHJ_111_27,那么狂欢开始的地方，或许就是……换日庆典的入口？,Then it's beginning... must be the entrance to the celebration venue?,<ano=しゅくてん>祝典</ano>の始まりの場所って……つまり、<ano=ひか>陽換</ano>えの<ano=しゅくてん>祝典</ano>の入り口？,"Vậy nơi cuộc hoan ca bắt đầu, có lẽ chính là... lối vào Nghi Lễ Đổi Nhật?","Vậy nơi cuộc hoan ca bắt đầu, có lẽ chính là... lối vào Nghi lễ Đổi Nhật?","Vậy nơi cuộc hoan ca bắt đầu, có lẽ chính là... lối vào Nghi lễ Đổi Nhật?",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_111_7,Main_LahaiRoi_YXBLDHJ_111_7,洛瑟菈教授说，不管最后会发生什么，她都希望我能面对。除了我之外，还有你、她、陆医生……大家不会让暗面真正侵染学院。,"Professor Lucilla said that no matter what happens, she believes I can face it. I'm not alone in this. With you, with her, with Dr. Luuk… none of us will let the Dark Side ruin the Academy.",ルシラー教授には、たとえ何が起きようと、逃げずに立ち向かってほしいって言われたの。そして、わたしだけじゃなくて、あなたや教授、リューク先生も……みんな、裏学園に学園を侵蝕させはしないって言ってくれた。,"Giáo sư Lucilla nói rằng dù cuối cùng có chuyện gì xảy ra, cô vẫn tin em có thể đối mặt. Em không phải làm việc này một em. Còn có tiền bối, cô ấy, Bác sĩ Luuk... mọi người sẽ không để Mặt Tối thật sự nuốt chửng Học Viện.","Giáo sư Lucilla nói rằng dù cuối cùng có chuyện gì xảy ra, cô vẫn tin em có thể đối mặt. Em không phải làm chuyện này một mình. Còn có tiền bối, cô ấy, Bác sĩ Luuk... mọi người sẽ không để Mặt Tối thật sự nuốt chửng Học viện.","Giáo sư Lucilla nói rằng dù cuối cùng có chuyện gì xảy ra, cô vẫn tin em có thể đối mặt. Em không phải làm chuyện này một mình. Còn có tiền bối, cô ấy, Bác sĩ Luuk... mọi người sẽ không để Mặt Tối thật sự nuốt chửng Học viện.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_134_18,Main_LahaiRoi_YXBLDHJ_134_18,来了！琳奈，快看看这个，最新款的彩虹豆豆跳跳糖！,"Coming! You need to try this, Lynae—it's the new Rainbow Bean Pop Rocks!",すぐ行くね！リンネー先輩、これ見て。最新のレインボーパチパチキャンディーだよ！,"Em tới đây! Lynae, mau xem cái này, Kẹo Nổ Đậu Cầu Vồng phiên bản mới nhất đấy!","Em tới đây! Tiền bối Lynae, mau xem cái này, Kẹo Nổ Đậu Cầu Vồng phiên bản mới nhất đấy!","Em tới đây! Tiền bối Lynae, mau xem cái này, Kẹo Nổ Đậu Cầu Vồng phiên bản mới nhất đấy!",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_134_20,Main_LahaiRoi_YXBLDHJ_134_20,会长的这场游戏还没有结束。,The Grand Architect's game isn't over yet.,組織長のゲームは、まだ終わっていない。,Ván game này của Hội Trưởng vẫn chưa kết thúc.,Ván game này của Hội trưởng vẫn chưa kết thúc.,Ván game này của Hội trưởng vẫn chưa kết thúc.,QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_135_7,Main_LahaiRoi_YXBLDHJ_135_7,这是换日庆典结束纪念票。,It's a souvenir ticket for the New Solar Celebration.,<ano=ひか>陽換</ano>えの<ano=しゅくてん>祝典</ano>の終わりを記念するチケットです。,Đây là vé kỷ niệm kết thúc Nghi Lễ Đổi Nhật.,Đây là vé kỷ niệm kết thúc Nghi lễ Đổi Nhật.,Đây là vé kỷ niệm kết thúc Nghi lễ Đổi Nhật.,QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_135_8,Main_LahaiRoi_YXBLDHJ_135_8,拿到这个，就代表换日庆典圆满结束啦。这次虽然没有「密涅瓦宝藏」的许愿仪式，但学生会那边制作了这个。艾莉亚说，她希望大家能记得这次庆典。,"Means the celebration is officially over. We didn't have the ""Minerva's Treasure"" wishing ceremony this year, so the Student Council made these instead. Isla wanted everyone to have something to remember the event by.",それをもらうと、<ano=ひか>陽換</ano>えの<ano=しゅくてん>祝典</ano>が無事終わったことになるの。今回は「ミネルヴァ・トレジャーハント」の<ano=がんか>願掛</ano>けの儀式がないけど、学生<ano=じちかい>自治会</ano>でそれを作ったんだ。今回の祝典がみんなの心に残るといいなって、アイリアちゃんが言ってたよ。,"Nhận được cái này, là coi như Nghi Lễ Đổi Nhật đã khép lại trọn vẹn rồi đấy. Lần này tuy không có nghi thức cầu nguyện ""Kho báu Minerva"", nhưng bên hội học sinh đã làm cái này. Isla nói, cậu ấy hy vọng mọi người sẽ ghi nhớ kỳ lễ này.","Nhận được cái này, là coi như Nghi lễ Đổi Nhật đã khép lại trọn vẹn rồi đấy. Lần này tuy không có nghi thức cầu nguyện ""Kho báu Minerva"", nhưng bên hội học sinh đã làm cái này. Isla nói, cậu ấy hy vọng mọi người sẽ ghi nhớ kỳ lễ này.","Nhận được cái này, là coi như Nghi lễ Đổi Nhật đã khép lại trọn vẹn rồi đấy. Lần này tuy không có nghi thức cầu nguyện ""Kho báu Minerva"", nhưng bên hội học sinh đã làm cái này. Isla nói, cậu ấy hy vọng mọi người sẽ ghi nhớ kỳ lễ này.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_136_55,Main_LahaiRoi_YXBLDHJ_136_55,残星会想要利用的，就是这样的情感。,That is exactly what the Fractsidus wants to dig their claws into.,<ano=フラクトシデス>残星組織</ano>は、そういった感情を利用しようとしている。,"Thứ mà Fractsidus muốn lợi dụng, chính là loại cảm xúc như vậy.","Thứ mà Tàn Tinh Hội muốn lợi dụng, chính là loại cảm xúc như vậy.","Thứ mà Tàn Tinh Hội muốn lợi dụng, chính là loại cảm xúc như vậy.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_136_59,Main_LahaiRoi_YXBLDHJ_136_59,既然如此，不如我们就不管那些什么谜题了吧。还是说，你就是想证明自己呢，未来的秘日六席？,What if we just dropped the whole riddle thing? Or... is it about proving worthy of being a future Heliodic Six successor?,こうなったら、いっそ謎なんて放っておけばいいと思いますけど。それとも、未来の<ano=日隠れの六席>ヘリオディック・シックス</ano>だってことを、みんなに証明したいんですかぁ？,"Đã vậy thì hay là chúng ta cứ kệ mấy cái câu đố đó đi. Hay là, cậu chỉ muốn chứng minh bản thân thôi, Tương Lai Lục Tịch?","Đã vậy thì hay là chúng ta cứ kệ mấy cái câu đố đó đi. Hay là, cậu chỉ muốn chứng minh bản thân thôi, Tương lai Lục Tịch?","Đã vậy thì hay là chúng ta cứ kệ mấy cái câu đố đó đi. Hay là, cậu chỉ muốn chứng minh bản thân thôi, Tương lai Lục Tịch?",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_136_63,Main_LahaiRoi_YXBLDHJ_136_63,我们不能看着这些真心被残星会利用。更别说这些学生，每一个掌握的知识都能对拉海洛产生不小的影响。,"We will not sit back and watch the Fractsidus exploit that. And let's not forget, the knowledge these students hold can shape the future of Lahai-Roi itself.",それを<ano=フラクトシデス>残星組織</ano>に利用されたまま見過ごすわけにはいかない。ましてや、学生一人ひとりの知識は、ラハイロイに小さくない影響をもたらしてくれる。,"Chúng ta không thể đứng nhìn những tấm chân tâm ấy bị Fractsidus lợi dụng. Chưa kể những học sinh này, mỗi người đều nắm giữ kiến thức có thể ảnh hưởng không nhỏ đến Lahai-Roi.","Chúng ta không thể đứng nhìn những tấm chân tâm ấy bị Tàn Tinh Hội lợi dụng. Chưa kể những học sinh này, mỗi người đều nắm giữ kiến thức có thể ảnh hưởng không nhỏ đến Lahai-Roi.","Chúng ta không thể đứng nhìn những tấm chân tâm ấy bị Tàn Tinh Hội lợi dụng. Chưa kể những học sinh này, mỗi người đều nắm giữ kiến thức có thể ảnh hưởng không nhỏ đến Lahai-Roi.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
