=== BÁO CÁO CÁC LỖI FORMAT/BIẾN THẬT SỰ CẦN FIX (285 LỖI) ===

@@ lang_confirmbox.db||ConfirmBox||165
# Hiện tại : Tuy nhiên, nghe nói ở một số nơi sâu thẳm tại Bờ Biển Đen vẫn còn sót lại tần số của {Male=anh ấy;Female=cô ấy}, một phần là do {Male=anh ấy;Female=cô ấy} tự nguyện vứt bỏ, một phần khác lại là do {Male=anh ấy;Female=cô ấy} vô tình để lại.

@@ lang_multi_text.db||MultiText||RGZYYYGJZ_101_35
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: 没办法，先前{PlayerName}还和我一起，就这么一会儿功夫，{TA}就被叔父单独约出来了。
# Hiện tại : Không còn cách nào khác, lúc trước {PlayerName} còn ở cùng cháu, vậy mà chỉ một thoáng thôi, {Male=cậu ấy;Female=cô ấy} đã bị chú mời ra riêng rồi.

@@ lang_multi_text.db||MultiText||Main_Linaxita_2_1_28_9
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: 这位是{PlayerName}，想必您一定知晓这位贵客的名字，{TA}在用餐时被失控的刀伶袭击，我们正在调查关于那个声骸的事情。
# Hiện tại : Vị {Male=quý ông;Female=quý cô} này là thượng khách của gia đình ngài, {PlayerName}. {Male=Anh ấy;Female=Cô ấy} đã bị một Vũ Công Vitreum mất kiểm soát tấn công khi đang dùng bữa, và tụi mình đang điều tra về Echo đó.

@@ lang_multi_text.db||MultiText||Main_Linaxita_2_3_23_8
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: {TA}是因为担心我们，才冒险和洛可可一起来找你。
# Hiện tại : {Male=Anh ấy;Female=Chị ấy} là vì lo lắng cho bọn em, nên mới mạo hiểm cùng Lạc Khả Khả đến tìm anh.

@@ lang_multi_text.db||MultiText||Main_Linaxita_2_3_70_17
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 从瑝珑到黎那汐塔，{TA}的确给我的乐章，添加了几节意外美妙的旋律。
# Hiện tại : Từ Hoàng Long đến Rinascita, {Male=cậu ấy;Female=cô ấy} quả thực đã thêm vào nhạc chương của em vài giai điệu tuyệt diệu ngoài mong đợi.

@@ lang_multi_text.db||MultiText||Main_Linaxita_2_3_70_18
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 我相信，即使无人指引，{TA}也依然会踏上应行的道途。
# Hiện tại : Tôi tin rằng, dù không có ai dẫn lối, {Male=cậu ấy;Female=cô ấy} cũng vẫn sẽ bước đi trên con đường mà định mệnh đã bày ra trước mắt {Male=cậu ấy;Female=cô ấy}.

@@ lang_multi_text.db||MultiText||Main_Linaxita_2_3_96_5
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: 还是要多谢{PlayerName}，是{TA}满足了「西莫斯先生」的心愿。
# Hiện tại : Vẫn phải cảm ơn {PlayerName} mới đúng, chính {Male=cậu ấy;Female=cô ấy} đã thực hiện tâm nguyện của "Ngài C-MOSS".

@@ lang_multi_text.db||MultiText||Main_Linaxita_2_2_55_18
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có ['{PlayerName}', '{TA}']
# Gốc Trung: 当然了，{TA}可是远道而来的贵客，当然需要由家族最为可靠的雇员予以招待。
# Hiện tại : Đương nhiên rồi, {PlayerName} {TA} là quý khách từ phương xa đến, lẽ tất nhiên cần phải để nhân viên đáng tin cậy nhất của gia tộc ra tiếp đãi.

@@ lang_multi_text.db||MultiText||Character_Brant_3_34
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: {PlayerName}钓上条这么大的鱼，又是狂欢节的「桂冠」，让{TA}做一天船长不过分吧！
# Hiện tại : {PlayerName} câu được con cá to thế kia, lại là «Vòng Nguyệt Quế» của Lễ hội Carnevale, để {Male=anh ấy;Female=cô ấy} làm thuyền trưởng một ngày cũng đâu có quá đáng nào!

@@ lang_multi_text.db||MultiText||Character_Zani_1_24
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 那{TA}呢？
# Hiện tại : Vậy còn {Male=cậu ta;Female=cô ta} thì sao?

@@ lang_multi_text.db||MultiText||Character_Zani_1_25
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: {TA}和你们一样，被刚才的动静吸引过来了而已。
# Hiện tại : {Male=Cậu ấy;Female=Cô ấy} cũng giống các vị, bị động tĩnh vừa rồi thu hút đến đây thôi.

@@ lang_multi_text.db||MultiText||Character_Zani_7_4
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 大……大哥，{TA}们看上去是硬茬子啊……
# Hiện tại : Đại... đại ca, mấy người này trông có vẻ là dân cứng cựa đấy...

@@ lang_multi_text.db||MultiText||MAIN_RYAM_51_16
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 更何况，我认识的那位义人到达这里后，必定会察觉七丘的异常，我们的行动也会给{TA}留下指引。
# Hiện tại : Hơn nữa, người chính nghĩa mà mình biết một khi đến đây, chắc chắn sẽ nhận ra dị thường của Septimont, và những hành động của bọn mình cũng sẽ để lại chỉ dẫn cho {Male=cậu ấy;Female=cậu ấy}.

@@ lang_multi_text.db||MultiText||MAIN_RYAM_51_18
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 我们能纠正彼此的错误，行拯救之道……没错，我很信任{TA}。
# Hiện tại : Bọn mình có thể sửa chữa sai lầm của nhau, cùng đi trên con đường cứu chuộc...... đúng vậy, mình rất tin tưởng {Male=cậu ấy;Female=cậu ấy}.

@@ lang_multi_text.db||MultiText||MAIN_RYAM_90_17
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: {TA}才刚到七丘不久，别因为太过狂热让外邦人留下不好的印象。
# Hiện tại : {Male=Cậu ấy;Female=Cô ấy} mới đến Septimont không lâu, đừng vì quá cuồng nhiệt mà để người ngoại bang để lại ấn tượng không tốt.

@@ lang_multi_text.db||MultiText||MAIN_YGDX_32_8
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: {PlayerName}比我强大许多，但仍旧对所有人平等相待，{TA}没有选择独断，而是选择了相信我。
# Hiện tại : {PlayerName} mạnh hơn mình rất nhiều, nhưng {Male=anh ấy;Female=cô ấy} vẫn đối xử bình đẳng với tất cả mọi người. {Male=Anh ấy;Female=Cô ấy} đã không chọn cách độc đoán một mình, mà {Male=anh ấy;Female=cô ấy} đã chọn tin tưởng mình.

@@ lang_multi_text.db||MultiText||MAIN_YGDX_20_28
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 所以我相信，{TA}也一定会来到这里，并改变这个品味糟糕的故事。
# Hiện tại : Thế nên mình tin, {Male=cậu ấy;Female=cậu ấy} nhất định sẽ đến nơi này, và thay đổi câu chuyện có thị hiếu tồi tệ này.

@@ lang_multi_text.db||MultiText||MAIN_YGDX_20_29
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 那一定是个很有趣的人吧！呼……真想也见见那个人，看看{TA}怎么做到的……
# Hiện tại : Vậy chắc chắn là một người rất thú vị nhỉ! Phù... tôi cũng thật sự muốn gặp {Male=cậu ấy;Female=cô ấy}, xem {Male=cậu ấy;Female=cô ấy} làm điều đó như thế nào...

@@ lang_multi_text.db||MultiText||MAIN_YGDX_20_34
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 去新的故事中找{TA}吧，将我的讯息带给那个人。
# Hiện tại : Hãy đi tìm {Male=cậu ấy;Female=cậu ấy} trong câu chuyện mới, mang lời nhắn của mình đến cho người đó.

@@ lang_multi_text.db||MultiText||Main_Linaxita_2_7_107_1
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: （{TA}是什么时候来的？）
# Hiện tại : ({Male=cậu ấy;Female=cô ấy} đến từ lúc nào vậy?)

@@ lang_multi_text.db||MultiText||Main_Linaxita_2_7_53_3
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 没关系，{TA}会解决的。
# Hiện tại : Không sao, {Male=cậu ấy;Female=cậu ấy} sẽ giải quyết được.

@@ lang_multi_text.db||MultiText||Main_Linaxita_2_7_58_20
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: （当灵魂向遥远的世界尽头无限延伸，像我，像{TA}……）
# Hiện tại : (Khi linh hồn vươn dài đến tận cùng thế giới xa xôi, như ta, như {Male=anh ấy;Female=cô ấy}...)

@@ lang_multi_text.db||MultiText||Main_Linaxita_2_10_1_11
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 以蚀脊龙为饵料，{TA}消解黑潮的迷障，使伪相显真容。
# Hiện tại : Lấy Thực Tích Long làm mồi nhử, {Male=ngài;Female=ngài} phá tan mê chướng của Hắc Triều, khiến giả tướng lộ chân dung.

@@ lang_multi_text.db||MultiText||Main_Honami_2_8_2_2_12
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: ……嗯，嗯。我知道了。{TA}正好在我这。
# Hiện tại : ......Ừm, ừm. Tôi biết rồi. {Male=Cậu ấy;Female=Cậu ấy} đang ở chỗ tôi đây.

@@ lang_multi_text.db||MultiText||STNPC_XFDJPYNPCZX_170_2
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 好像{TA}一个人打败了几百架发狂的机傀，太厉害了……
# Hiện tại : Nghe nói {Male=anh ấy;Female=chị ấy} đã một mình đánh bại hàng trăm Cơ Khôi phát điên. Lợi hại thật đấy…

@@ lang_multi_text.db||MultiText||POI_GDLC_12_3
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: 那当然，{TA}不仅帮我修好了终端，还一口气找到了所有日灵！我答应了要请{TA}大吃一顿！
# Hiện tại : Tất nhiên rồi! Đây là {PlayerName}. {Male=Anh ấy;Female=Cô ấy} không chỉ giúp con sửa Terminal mà còn tìm ra hết tất cả Nhật Linh chỉ trong một hơi khí! Con đã hứa sẽ mời {Male=anh ấy;Female=cô ấy} một bữa thật no để cảm ơn rồi!

@@ lang_multi_text.db||MultiText||Main_LahaiRoi_3_1_14_3
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 不过{TA}面对虚诞虫都不形于色，大概不是会被轻易吓到的类型。
# Hiện tại : Có điều {Male=cậu ấy;Female=cô ấy} đối mặt với Sâu Hư Không còn không hề biến sắc, {Male=cậu ấy;Female=cô ấy} có lẽ không phải kiểu dễ bị dọa đâu.

@@ lang_multi_text.db||MultiText||Main_LahaiRoi_3_1_14_6
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: 咳咳！这次不是我……是{PlayerName}，请帮{TA}检查一下身体吧。
# Hiện tại : Hắng hắng! Lần này không phải mình đâu... Là {PlayerName}, làm ơn kiểm tra cơ thể cho {Male=cậu ấy;Female=cậu ấy} giúp mình với.

@@ lang_multi_text.db||MultiText||Main_LahaiRoi_3_1_14_12
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}', '{TA}'] nhưng Dịch có []
# Gốc Trung: 呃，嗯……{TA}不小心摔了一跤，那时候我正好骑车路过，就……把{TA}带过来了！
# Hiện tại : Ơ, ừm... {Male=cậu ấy;Female=cậu ấy} không cẩn thận trượt ngã một cái, lúc đó tớ vừa hay cưỡi xe đi ngang qua, thế là... đưa {Male=cậu ấy;Female=cậu ấy} đến đây luôn!

@@ lang_multi_text.db||MultiText||Main_LahaiRoi_3_1_16_16
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 沃斯老师，我是来带这位同学入学的，{TA}刚到学院，对这里还不太熟悉……
# Hiện tại : Cô Voss, mình đến để giúp {Male=cậu ấy;Female=cô ấy} làm thủ tục nhập học. {Male=Cậu ấy;Female=Cô ấy} vừa mới đến đây, vẫn chưa quen với nơi này lắm...

@@ lang_multi_text.db||MultiText||Main_LahaiRoi_3_1_43_7
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: 我接受一切问询和调查，但这件事与{PlayerName}无关，{TA}是今天才入学的新生。
# Hiện tại : Mình chấp nhận mọi cuộc thẩm vấn và điều tra, nhưng việc này không liên quan đến {PlayerName}, {Male=cậu ấy;Female=cậu ấy} là tân sinh hôm nay mới nhập học.

@@ lang_multi_text.db||MultiText||Main_LahaiRoi_3_2_999_29
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 在那之前，请帮我把这段记忆带给{TA}。
# Hiện tại : Trước lúc đó, xin hãy giúp ta đem đoạn ký ức này tới cho {Male=anh ấy;Female=cô ấy}.

@@ lang_multi_text.db||MultiText||Side_XYDG_2_20
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 这个方案好！我们立刻就去想办法联系“虚诞虫骑士”，询问{TA}是否愿意参加拍摄——
# Hiện tại : Ý tưởng hay đấy! Bọn tớ sẽ lập tức tìm cách liên hệ với “Kỵ Sĩ Sâu Hư Không” và hỏi xem {Male=anh ấy;Female=cô ấy} có sẵn lòng tham gia chụp ảnh không—

@@ lang_multi_text.db||MultiText||ZHDGT_4_10
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 干嘛啦，都这么久没活动了人家不知道也正常啊……而且看起来，{TA}应该也没在同好会里待很久吧？
# Hiện tại : {Male=Làm gì vậy, đã lâu rồi không có hoạt động, cậu ấy không biết cũng là chuyện bình thường mà... Vả lại nhìn có vẻ, cậu ấy cũng chưa ở trong hội được bao lâu đâu nhỉ?;Female=Làm gì vậy, đã lâu rồi không có hoạt động, cậu ấy không biết cũng là chuyện bình thường mà... Vả lại nhìn có vẻ, cậu ấy cũng chưa ở trong hội được bao lâu đâu nhỉ?}

@@ lang_multi_text.db||MultiText||Main_LahaiRoi_3_1_202_1
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}', '{TA}'] nhưng Dịch có []
# Gốc Trung: （{TA}现在应该已经顺利到达了研究院，应该不会遇到什么危险……尽量在不牵扯到{TA}的情况下解决吧。）
# Hiện tại : ({Male=Anh ấy;Female=Cô ấy} bây giờ chắc đã thuận lợi đến Viện Nghiên Cứu rồi, chắc sẽ không gặp nguy hiểm gì... Cố gắng giải quyết mà không để {Male=anh ấy;Female=cô ấy} bị liên lụy vậy.)

@@ lang_multi_text.db||MultiText||Main_LahaiRoi_3_1_3201_20
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: {TA}是黑海岸举荐过来的。
# Hiện tại : {Male=Anh ấy;Female=Cô ấy} được Bờ Biển Đen tiến cử đến đây.

@@ lang_multi_text.db||MultiText||MAIN_YHX_12_34
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 我想告诉{TA}，现在我生活得很好，也很快乐！一切如你所愿，不必为我担忧。
# Hiện tại : Em muốn nói với {Male=anh ấy;Female=chị ấy} rằng, bây giờ em đang sống rất tốt, cũng rất hạnh phúc! Mọi thứ đều như người mong muốn, không cần lo lắng cho em đâu.

@@ lang_multi_text.db||MultiText||MAIN_YHX_16_4
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 二十年左右。来学院前我正在索拉里斯各处旅行，做一些事，但受朋友所托，我就来拉海洛帮{TA}看着点这里了。
# Hiện tại : Khoảng hai mươi năm. Trước khi đến học viện, tôi đang đi du hành khắp Solaris, làm vài việc, nhưng vì lời nhờ vả của một người bằng hữu, tôi đã đến Lahai-Roi để thay {Male=cậu ấy;Female=cô ấy} trông nom nơi này.

@@ lang_multi_text.db||MultiText||MAIN_YHX_69_2
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: （靠着它的时候，就像是{TA}也在身边。）
# Hiện tại : (Lúc dựa vào nó, cứ như là {Male=anh ấy;Female=anh ấy} cũng ở bên cạnh vậy.)

@@ lang_multi_text.db||MultiText||MAIN_YHX_71_1
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: （{PlayerName}这次回来，会待多久呢？不想{TA}又去和麻烦的人打交道……）
# Hiện tại : ({PlayerName} lần này về, sẽ ở lại bao lâu nhỉ? Em không muốn {Male=anh ấy;Female=anh ấy} lại đi giao thiệp với mấy người phiền phức nữa......)

@@ lang_multi_text.db||MultiText||MAIN_YHX_71_3
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: （……算啦，说了那个人也会不听，还是抓紧时间多和{TA}说说话吧。）
# Hiện tại : (......Thôi vậy, có nói thì {Male=anh ấy;Female=cô ấy} cũng chẳng nghe, tranh thủ thời gian nói chuyện với {Male=anh ấy;Female=cô ấy} nhiều thêm chút vậy.)

@@ lang_multi_text.db||MultiText||MAIN_YHX_9053_2
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 我不会再让你靠近{TA}了。
# Hiện tại : Tôi sẽ không để ngươi đến gần {Male=cậu ấy;Female=cậu ấy} thêm lần nào nữa.

@@ lang_multi_text.db||MultiText||MAIN_YHX_105_9
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: 最近，我又见到{PlayerName}了。我觉得，{TA}比以前活得要轻松些。
# Hiện tại : Gần đây, mình gặp lại {PlayerName}. Mình thấy {Male=anh ấy;Female=cô ấy} sống nhẹ nhõm hơn trước.

@@ lang_multi_text.db||MultiText||MAIN_YHX_105_11
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 我心里特别高兴，特别为{TA}开心。
# Hiện tại : Tâm mình vui lắm, thực sự mừng cho {Male=anh ấy;Female=cô ấy}.

@@ lang_multi_text.db||MultiText||MAIN_YHX_121_6
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 但我还是……想在离开前，再见见{TA}。只有这一件事，是我的私心。
# Hiện tại : Nhưng mình vẫn... muốn được gặp lại {Male=anh ấy;Female=cô ấy} một lần trước khi đi. Chỉ có chuyện này thôi, là sự ích kỷ trong Tâm mình.

@@ lang_multi_text.db||MultiText||MAIN_YHX_121_8
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 我害怕{TA}有朝一日知道自己身世的真相，会太过孤独。
# Hiện tại : Mình luôn sợ rằng một ngày nào đó, khi {Male=anh ấy;Female=cô ấy} biết được sự thật về thân thế của {Male=chính mình;Female=chính mình}, {Male=anh ấy;Female=cô ấy} sẽ cảm thấy quá cô đơn.

@@ lang_multi_text.db||MultiText||MAIN_YHX_121_10
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 那个人和我说了{TA}失忆后一路的经历，那是一段很有趣的旅途。
# Hiện tại : {Male=Anh ấy;Female=Cô ấy} đã kể cho mình nghe về hành trình của {Male=anh ấy;Female=cô ấy} sau khi mất trí nhớ, đó là một chuyến đi rất thú vị, đầy trải nghiệm ý nghĩa đối với {Male=anh ấy;Female=cô ấy}.

@@ lang_multi_text.db||MultiText||MAIN_YHX_121_11
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}', '{TA}', '{TA}', '{TA}'] nhưng Dịch có []
# Gốc Trung: {TA}走过了很多地方，认识了很多人。那些人都关心着{TA}、挂念着{TA}，与{TA}结下了缘分。
# Hiện tại : {Male=Anh ấy;Female=Cô ấy} đã đi qua rất nhiều nơi, gặp gỡ rất nhiều người. Những người đó đều quan tâm {Male=anh ấy;Female=cô ấy}, lo lắng cho {Male=anh ấy;Female=cô ấy} trong Tâm, kết nên duyên phận với {Male=anh ấy;Female=cô ấy} - như một Bùa Hộ Mệnh.

@@ lang_multi_text.db||MultiText||MAIN_YHX_99_2
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: 但如果这样能分担{PlayerName}的责任，能让{TA}别那么痛苦的话……
# Hiện tại : Nhưng nếu việc này có thể san sẻ trách nhiệm của {PlayerName}, có thể khiến {Male=anh ấy;Female=chị ấy} bớt đau đớn hơn...

@@ lang_multi_text.db||MultiText||MAIN_RGLC_37_1
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: （事情聊完，{PlayerName}说想去冰原再看看隧者的情况，也离开了……是因为做事能让{TA}内心平静些吧。）
# Hiện tại : (Bàn xong chuyện, {PlayerName} bảo {Male=cậu ấy;Female=cô ấy} muốn đến vùng băng nguyên xem tình hình Kẻ Hầm thêm chút nữa, rồi {Male=cậu ấy;Female=cô ấy} cũng đã rời đi rồi... có lẽ vì bận làm việc gì đó sẽ giúp {Male=cậu ấy;Female=cô ấy} lòng yên tĩnh lại hơn.)

@@ lang_multi_text.db||MultiText||MAIN_RGLC_37_6
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 看来是因为那个“爱弥斯”。{TA}之前都不愿意谈起冰原发生了什么，居然愿意和你提及呢……
# Hiện tại : Xem ra là vì "Aemeath" đó. Trước đây {Male=cậu ấy;Female=cô ấy} không chịu nhắc đến chuyện đã xảy ra ở vùng băng nguyên, vậy mà {Male=cậu ấy;Female=cô ấy} lại sẵn lòng kể với cậu...

@@ lang_multi_text.db||MultiText||MAIN_RGLC_37_7
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}', '{TA}'] nhưng Dịch có []
# Gốc Trung: 停滞无法带来改变，{TA}也不是那种无法沟通的人。现在嘛，朋友说自己遇到了问题，我自然要为{TA}分忧。
# Hiện tại : Đứng yên không mang lại thay đổi, {Male=cậu ấy;Female=cô ấy} cũng không phải kiểu người không thể trò chuyện được. Còn bây giờ thì, bạn bè bảo mình gặp chuyện rắc rối, tôi đương nhiên phải san sẻ lo âu cho người ấy.

@@ lang_multi_text.db||MultiText||MAIN_RGLC_40_3
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}', '{TA}'] nhưng Dịch có []
# Gốc Trung: {TA}又不是没来过。但现在和以前不同了，我不太希望{TA}陷入和深空联合的这些琐事里。
# Hiện tại : {Male=Cậu ấy;Female=Cô ấy} đâu phải chưa từng đến. Nhưng giờ khác trước rồi, tôi không muốn {Male=cậu ấy;Female=cô ấy} bị cuốn vào những chuyện vụn vặt của Spacetrek Collective.

@@ lang_multi_text.db||MultiText||MAIN_RGLC_40_20
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 进来了才发现，哎，这里哪有{TA}说得那么好？十个校工里八个是各势力塞进来的人！
# Hiện tại : Vào rồi mới phát hiện, ấy, ở đây làm gì có tốt như {Male=anh ấy;Female=cô ấy} nói? Mười người lao công thì tám người là do các phe phái cài vào!

@@ lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_4_2
# Lỗi: Thiếu/thừa biến: Gốc có ['{PlayerName}', '{TA}'] nhưng Dịch có ['{PlayerName}']
# Gốc Trung: {PlayerName}来了，详细情况我会和{TA}说清楚。
# Hiện tại : {PlayerName} đến rồi, tình hình chi tiết tôi sẽ nói rõ với {Male=cậu ấy;Female=cậu ấy}.

@@ lang_multi_text.db||MultiText||Main_LahaiRoi_YMDDDTY_47_10
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: {TA}见到了我，对你的安排有影响吗？
# Hiện tại : {Male=Cậu ấy;Female=Cô ấy} đã thấy ta, có ảnh hưởng đến sắp xếp của cô không?

@@ lang_multi_text.db||MultiText||Main_LahaiRoi_YMDDDTY_54_15
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 那位学生，你似乎相当信任{TA}。
# Hiện tại : Cô học trò đó... ngươi có vẻ tin tưởng {Male=cậu ấy;Female=cô ấy} ghê nhỉ.

@@ lang_multi_text.db||MultiText||Main_LahaiRoi_YMDDDTY_54_16
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 嗯，等你见到{TA}就知道了，怎么样，你那边的进度如何？
# Hiện tại : Ừm, đợi cô gặp {Male=cậu ấy;Female=cô ấy} thì sẽ hiểu thôi. Thế nào, tiến độ bên cô đến đâu rồi?

@@ lang_multi_text.db||MultiText||Zuoyequnxing_193_33
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 玉露姐姐，近来，我遇到了一个人。与我在苇原的路不同，{TA}总是能成功“拯救”。
# Hiện tại : <ano=Aneue>Aneue</ano> Gyokuro, gần đây, thiếp đã gặp một người. Khác với con đường thiếp đi ở Ashinohara, {Male=chàng;Female=nàng} luôn có thể "Cứu Rỗi" thành công.

@@ lang_multi_text.db||MultiText||Zuoyequnxing_193_36
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 听闻那个人的事时，我对{TA}深感羡慕。不，或许可说是嫉妒吧。
# Hiện tại : Khi nghe chuyện về người ấy, thiếp đã hết mực ngưỡng mộ {Male=chàng;Female=nàng}. Không, có lẽ phải nói là <ano=Envy>Đố Kỵ</ano> (giấy phép) thì đúng hơn.

@@ lang_multi_text.db||MultiText||Zuoyequnxing_193_37
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 我想，若我也能如{TA}一般强大，就不会只得到遗憾和悔恨。苇原，亦能得救。
# Hiện tại : Thiếp đã nghĩ, nếu thiếp cũng mạnh mẽ được như {Male=chàng;Female=nàng}, hẳn sẽ không chỉ nhận về tiếc nuối và hối hận. Ashinohara cũng đã có thể được cứu.

@@ lang_multi_text.db||MultiText||Zuoyequnxing_193_45
# Lỗi: Thiếu/thừa biến: Gốc có ['{TA}'] nhưng Dịch có []
# Gốc Trung: 因你曾存在过……因{TA}……他们存在着……我也并不孤独。
# Hiện tại : Vì nàng đã từng <ano=existence>tồn tại</ano>... vì {Male=chàng;Female=nàng}... vì họ vẫn <ano=existence>tồn tại</ano>... thiếp cũng không hề cô đơn.

@@ lang_multi_text.db||MultiText||Zuoyequnxing_54_41
